Found 25 unique colour flow sets:

Set: 1 Seen: 2 | (501,0),(0,501),(502,0),(0,503),(503,504),(504,505),(505,502)
Set: 2 Seen: 4 | (501,0),(0,501),(502,0),(0,503),(503,505),(504,502),(505,504)
Set: 3 Seen: 4 | (501,0),(0,501),(502,0),(0,504),(503,502),(504,505),(505,503)
Set: 4 Seen: 3 | (501,0),(0,501),(502,0),(0,504),(503,505),(504,503),(505,502)
Set: 5 Seen: 5 | (501,0),(0,501),(502,0),(0,505),(503,502),(504,503),(505,504)
Set: 6 Seen: 2 | (501,0),(0,501),(502,0),(0,505),(503,504),(504,502),(505,503)
Set: 7 Seen: 3 | (503,0),(0,501),(502,0),(0,502),(503,504),(504,505),(505,501)
Set: 8 Seen: 2 | (503,0),(0,501),(502,0),(0,502),(503,505),(504,501),(505,504)
Set: 9 Seen: 4 | (503,0),(0,501),(502,0),(0,504),(503,501),(504,505),(505,502)
Set: 10 Seen: 1 | (503,0),(0,501),(502,0),(0,504),(503,505),(504,502),(505,501)
Set: 11 Seen: 6 | (503,0),(0,501),(502,0),(0,505),(503,501),(504,502),(505,504)
Set: 12 Seen: 5 | (503,0),(0,501),(502,0),(0,505),(503,504),(504,501),(505,502)
Set: 13 Seen: 3 | (504,0),(0,501),(502,0),(0,502),(503,501),(504,505),(505,503)
Set: 14 Seen: 1 | (504,0),(0,501),(502,0),(0,502),(503,505),(504,503),(505,501)
Set: 15 Seen: 2 | (504,0),(0,501),(502,0),(0,503),(503,502),(504,505),(505,501)
Set: 16 Seen: 5 | (504,0),(0,501),(502,0),(0,503),(503,505),(504,501),(505,502)
Set: 17 Seen: 7 | (504,0),(0,501),(502,0),(0,505),(503,501),(504,503),(505,502)
Set: 18 Seen: 6 | (504,0),(0,501),(502,0),(0,505),(503,502),(504,501),(505,503)
Set: 19 Seen: 1 | (504,0),(0,501),(502,0),(0,505),(503,502),(504,503),(505,501)
Set: 20 Seen: 3 | (505,0),(0,501),(502,0),(0,502),(503,501),(504,503),(505,504)
Set: 21 Seen: 5 | (505,0),(0,501),(502,0),(0,502),(503,504),(504,501),(505,503)
Set: 22 Seen: 6 | (505,0),(0,501),(502,0),(0,503),(503,502),(504,501),(505,504)
Set: 23 Seen: 3 | (505,0),(0,501),(502,0),(0,503),(503,504),(504,502),(505,501)
Set: 24 Seen: 8 | (505,0),(0,501),(502,0),(0,504),(503,501),(504,502),(505,503)
Set: 25 Seen: 6 | (505,0),(0,501),(502,0),(0,504),(503,502),(504,503),(505,501)
