Found 65 unique colour flow sets:

Set: 1 Seen: 1 | (501,502),(0,501),(503,504),(0,503),(504,506),(505,502),(506,505)
Set: 2 Seen: 1 | (501,502),(0,501),(503,505),(0,504),(504,506),(505,502),(506,503)
Set: 3 Seen: 1 | (501,502),(0,501),(503,506),(0,505),(504,502),(505,503),(506,504)
Set: 4 Seen: 2 | (501,502),(0,501),(503,506),(0,505),(504,503),(505,504),(506,502)
Set: 5 Seen: 3 | (503,502),(0,501),(503,501),(0,504),(504,505),(505,506),(506,502)
Set: 6 Seen: 1 | (503,502),(0,501),(503,501),(0,504),(504,506),(505,502),(506,505)
Set: 7 Seen: 2 | (503,502),(0,501),(503,501),(0,505),(504,502),(505,506),(506,504)
Set: 8 Seen: 1 | (503,502),(0,501),(503,501),(0,505),(504,506),(505,504),(506,502)
Set: 9 Seen: 1 | (503,502),(0,501),(503,501),(0,506),(504,502),(505,504),(506,505)
Set: 10 Seen: 1 | (503,502),(0,501),(503,504),(0,502),(504,505),(505,506),(506,501)
Set: 11 Seen: 1 | (503,502),(0,501),(503,504),(0,505),(504,506),(505,502),(506,501)
Set: 12 Seen: 1 | (503,502),(0,501),(503,504),(0,506),(504,501),(505,502),(506,505)
Set: 13 Seen: 2 | (503,502),(0,501),(503,504),(0,506),(504,505),(505,501),(506,502)
Set: 14 Seen: 1 | (503,502),(0,501),(503,505),(0,502),(504,506),(505,504),(506,501)
Set: 15 Seen: 1 | (503,502),(0,501),(503,505),(0,504),(504,502),(505,506),(506,501)
Set: 16 Seen: 1 | (503,502),(0,501),(503,505),(0,506),(504,501),(505,504),(506,502)
Set: 17 Seen: 3 | (503,502),(0,501),(503,505),(0,506),(504,502),(505,501),(506,504)
Set: 18 Seen: 3 | (503,502),(0,501),(503,506),(0,504),(504,505),(505,502),(506,501)
Set: 19 Seen: 1 | (503,502),(0,501),(503,506),(0,505),(504,502),(505,504),(506,501)
Set: 20 Seen: 1 | (504,502),(0,501),(503,501),(0,505),(504,503),(505,506),(506,502)
Set: 21 Seen: 2 | (504,502),(0,501),(503,501),(0,506),(504,503),(505,502),(506,505)
Set: 22 Seen: 1 | (504,502),(0,501),(503,501),(0,506),(504,505),(505,503),(506,502)
Set: 23 Seen: 2 | (504,502),(0,501),(503,502),(0,503),(504,505),(505,506),(506,501)
Set: 24 Seen: 3 | (504,502),(0,501),(503,502),(0,503),(504,506),(505,501),(506,505)
Set: 25 Seen: 1 | (504,502),(0,501),(503,502),(0,506),(504,501),(505,503),(506,505)
Set: 26 Seen: 2 | (504,502),(0,501),(503,502),(0,506),(504,505),(505,501),(506,503)
Set: 27 Seen: 1 | (504,502),(0,501),(503,505),(0,502),(504,503),(505,506),(506,501)
Set: 28 Seen: 1 | (504,502),(0,501),(503,505),(0,502),(504,506),(505,501),(506,503)
Set: 29 Seen: 1 | (504,502),(0,501),(503,505),(0,503),(504,506),(505,502),(506,501)
